Customer_ID,Recency,Frequency,Monetary,Cluster
CUST_00302,31,5,7594.5599999999995,0
CUST_00303,148,2,748.76,1
CUST_00304,99,2,5288.84,1
CUST_00305,355,2,3982.9399999999996,1
CUST_00306,63,6,6928.47,0
CUST_00307,250,2,4069.7799999999997,1
CUST_00308,95,3,3162.1000000000004,0
CUST_00309,59,5,3053.3100000000004,0
CUST_00310,158,1,4054.88,1
CUST_00311,33,2,1968.97,1
CUST_00312,111,1,85.44,1
CUST_00313,166,2,494.02,1
CUST_00314,100,3,2567.12,1
CUST_00315,311,2,400.93,1
CUST_00316,164,1,1295.0,1
CUST_00317,42,3,1719.7,0
CUST_00318,211,3,7715.96,0
CUST_00319,154,3,1865.71,1
CUST_00320,125,1,448.2,1
CUST_00321,54,10,9956.119999999999,0
CUST_00322,414,1,2536.32,1
CUST_00323,221,3,2076.6400000000003,1
CUST_00324,56,3,2388.65,0
CUST_00325,226,1,2178.78,1
CUST_00326,280,2,2225.29,1
CUST_00327,82,2,1503.48,1
CUST_00328,91,2,3388.15,1
CUST_00329,36,7,8675.3,0
CUST_00330,98,1,872.72,1
CUST_00331,5,3,1630.78,0
CUST_00332,111,3,903.08,1
CUST_00333,443,1,568.64,1
CUST_00334,110,2,4985.6,1
CUST_00335,13,2,2841.91,0
CUST_00336,21,6,8133.17,0
CUST_00337,210,1,3681.65,1
CUST_00338,96,4,2652.9700000000003,0
CUST_00339,43,5,8773.0,0
CUST_00340,56,2,297.3,1
CUST_00341,42,5,5653.17,0
CUST_00342,94,6,9730.85,0
CUST_00343,66,2,133.44,1
CUST_00344,407,2,1766.02,1
CUST_00345,40,3,7194.0,0
CUST_00346,103,5,6818.34,0
CUST_00347,338,4,5339.1,0
CUST_00348,47,4,2877.3,0
CUST_00349,33,4,2643.9,0
CUST_00350,433,1,3351.67,1
CUST_00351,78,6,13195.92,0
CUST_00352,184,3,743.3799999999999,1
CUST_00353,209,3,1009.15,1
CUST_00354,246,3,4360.4800000000005,1
CUST_00355,83,8,4192.860000000001,0
CUST_00356,174,2,3884.3500000000004,1
CUST_00357,154,3,2235.7799999999997,1
CUST_00358,208,1,2005.55,1
CUST_00359,52,2,3735.6699999999996,0
CUST_00360,136,1,957.96,1
CUST_00361,12,5,16828.5,0
CUST_00362,101,1,1367.58,1
CUST_00363,120,3,5134.74,0
CUST_00364,20,3,2166.73,0
CUST_00365,57,5,8058.8099999999995,0
CUST_00366,20,2,962.35,1
CUST_00367,360,1,438.31,1
CUST_00368,123,5,22308.22,0
CUST_00369,10,1,14.81,1
CUST_00370,198,2,2215.34,1
CUST_00371,91,1,564.76,1
CUST_00372,309,2,1792.47,1
CUST_00373,76,5,11427.89,0
CUST_00374,54,2,2280.27,1
CUST_00375,167,4,5613.87,0
CUST_00376,225,2,117.80000000000001,1
CUST_00377,265,1,174.37,1
CUST_00378,117,3,12224.019999999999,0
CUST_00379,37,4,1054.11,0
CUST_00380,7,4,5515.51,0
CUST_00381,76,1,1052.55,1
CUST_00382,263,1,161.95,1
CUST_00383,26,2,2991.9300000000003,0
CUST_00384,162,1,690.2,1
CUST_00385,82,5,13334.490000000002,0
CUST_00386,424,1,114.13,1
CUST_00387,279,1,298.26,1
CUST_00388,133,6,1961.66,0
CUST_00389,50,4,6735.0,0
CUST_00390,58,6,6918.36,0
CUST_00391,79,2,777.66,1
CUST_00392,49,3,3863.8500000000004,0
CUST_00393,186,3,1399.6000000000001,1
CUST_00394,78,7,3738.27,0
CUST_00395,251,2,7803.389999999999,1
CUST_00396,109,3,1345.42,1
CUST_00397,83,5,10800.16,0
CUST_00398,42,6,4775.8,0
CUST_00399,5,3,231.03999999999996,0
CUST_00400,29,8,10932.39,0
CUST_00401,20,4,10794.24,0
CUST_00402,73,4,1304.47,0
CUST_00403,14,2,819.98,1
CUST_00404,96,3,2761.87,0
CUST_00405,181,1,2160.88,1
CUST_00406,28,9,6084.75,0
CUST_00407,95,3,4609.389999999999,0
CUST_00408,22,9,28865.97,0
CUST_00409,22,2,7865.040000000001,0
CUST_00410,128,1,282.21,1
CUST_00411,3,2,1459.8500000000001,0
CUST_00412,35,2,2268.76,1
CUST_00413,376,1,374.12,1
CUST_00414,26,2,2184.73,0
CUST_00415,111,2,1681.1999999999998,1
CUST_00416,81,4,8661.029999999999,0
CUST_00417,173,6,6250.51,0
CUST_00418,121,7,6008.9800000000005,0
CUST_00419,130,5,4757.139999999999,0
CUST_00420,323,1,2349.09,1
CUST_00421,68,3,7386.08,0
CUST_00422,62,3,12480.420000000002,0
CUST_00423,166,3,5998.98,0
CUST_00424,4,2,1296.0,0
CUST_00425,1,10,9990.1,0
CUST_00426,143,5,3400.2000000000003,0
CUST_00427,194,3,28571.71,0
CUST_00428,76,1,295.88,1
CUST_00429,72,5,2715.2400000000002,0
CUST_00430,162,5,3822.06,0
CUST_00431,1,6,12412.81,0
CUST_00432,3,7,3653.62,0
CUST_00433,7,3,2794.06,0
CUST_00434,28,2,2653.11,0
CUST_00435,87,3,14177.36,0
CUST_00436,58,4,4380.76,0
CUST_00437,65,5,11406.7,0
CUST_00438,38,4,7347.46,0
CUST_00439,351,1,534.0,1
CUST_00440,32,4,1478.74,0
CUST_00441,193,4,5848.24,0
CUST_00442,123,2,2483.6099999999997,1
CUST_00443,30,5,9044.77,0
CUST_00444,35,8,3983.39,0
CUST_00445,33,3,889.8299999999999,0
CUST_00446,104,2,884.53,1
CUST_00447,96,4,6394.88,0
CUST_00448,179,2,2424.96,1
CUST_00449,205,2,793.71,1
CUST_00450,116,2,1237.47,1
CUST_00451,8,1,25.78,1
CUST_00452,119,3,486.68,1
CUST_00453,83,3,4206.42,0
CUST_00454,79,2,275.95,1
CUST_00455,39,2,16478.079999999998,0
CUST_00456,132,2,3964.3399999999997,1
CUST_00457,44,6,5075.57,0
CUST_00458,51,2,941.9,1
CUST_00459,213,1,169.89,1
CUST_00460,169,1,1177.73,1
CUST_00461,81,3,2348.32,0
CUST_00462,191,3,3540.63,1
CUST_00463,37,3,1308.46,0
CUST_00464,243,2,2296.01,1
CUST_00465,131,1,536.52,1
CUST_00466,35,5,4061.17,0
CUST_00467,46,4,1132.03,0
CUST_00468,181,1,212.36,1
CUST_00469,30,10,15782.27,0
CUST_00470,126,3,610.6899999999999,1
CUST_00471,101,3,2669.37,0
CUST_00472,14,7,26235.6,0
CUST_00473,20,3,9328.449999999999,0
CUST_00474,15,5,7802.66,0
CUST_00475,168,5,5262.03,0
CUST_00476,17,5,13848.26,0
CUST_00477,43,3,4369.83,0
CUST_00478,36,9,9258.79,0
CUST_00479,177,1,340.5,1
CUST_00480,20,2,59.4,1
CUST_00481,149,2,203.44,1
CUST_00482,111,3,3121.58,0
CUST_00483,55,5,4324.98,0
CUST_00484,261,2,519.38,1
CUST_00485,14,6,5770.95,0
CUST_00486,81,7,8276.130000000001,0
CUST_00487,21,3,2731.71,0
CUST_00488,192,3,5958.18,0
CUST_00489,13,10,22299.010000000002,0
CUST_00490,227,3,8366.03,0
CUST_00491,186,1,625.91,1
CUST_00492,117,2,4359.17,1
CUST_00493,60,3,2934.5299999999997,0
CUST_00494,407,2,939.99,1
CUST_00495,300,1,1296.81,1
CUST_00496,3,2,3802.32,0
CUST_00497,108,3,3125.27,0
CUST_00498,253,3,5281.46,1
CUST_00499,36,2,2111.96,1
CUST_00500,150,2,1132.27,1
CUST_00501,109,2,3101.72,1
CUST_00502,139,1,969.8,1
CUST_00503,48,5,5073.1,0
CUST_00504,167,3,1191.06,1
CUST_00505,301,1,303.3,1
CUST_00506,53,4,4711.0,0
CUST_00507,179,5,857.79,1
CUST_00508,107,5,5176.95,0
CUST_00509,139,2,2389.2799999999997,1
CUST_00510,157,5,7314.56,0
CUST_00511,5,5,1059.6200000000001,0
CUST_00512,329,2,1069.67,1
CUST_00513,58,5,11606.28,0
CUST_00514,348,1,305.98,1
CUST_00515,375,2,647.8499999999999,1
CUST_00516,297,3,3243.8,1
CUST_00517,123,2,1651.1999999999998,1
CUST_00518,180,3,570.74,1
CUST_00519,251,3,960.14,1
CUST_00520,10,1,442.53,1
CUST_00521,201,4,3062.31,0
CUST_00522,150,5,1140.5900000000001,0
CUST_00523,284,3,976.52,1
CUST_00524,35,3,5465.570000000001,0
CUST_00525,351,2,482.07000000000005,1
CUST_00526,48,3,2469.5,0
CUST_00527,207,2,3965.47,1
CUST_00528,163,3,1877.4399999999998,1
CUST_00529,183,1,4636.65,1
CUST_00530,252,2,631.94,1
CUST_00531,109,1,303.12,1
CUST_00532,250,3,2291.6800000000003,1
CUST_00533,33,4,3629.29,0
CUST_00534,49,2,639.69,1
CUST_00535,101,1,401.04,1
CUST_00536,71,6,16556.48,0
CUST_00537,78,1,197.88,1
CUST_00538,151,1,160.32,1
CUST_00539,59,4,2246.39,0
CUST_00540,82,2,2272.4900000000002,1
CUST_00541,62,3,1750.48,0
CUST_00542,5,1,1820.35,0
CUST_00543,79,2,11490.7,0
CUST_00544,370,1,233.25,1
CUST_00545,75,5,4684.01,0
CUST_00546,434,1,57.8,1
CUST_00547,301,1,176.4,1
CUST_00548,375,1,290.88,1
CUST_00549,234,1,789.54,1
CUST_00550,63,5,3119.18,0
CUST_00551,242,2,804.6800000000001,1
CUST_00552,25,5,5870.8,0
CUST_00553,32,5,17580.52,0
CUST_00554,31,2,823.36,1
CUST_00555,127,2,471.4,1
CUST_00556,237,1,320.72,1
CUST_00557,120,1,462.56,1
CUST_00558,107,2,2023.65,1
CUST_00559,87,4,2783.83,0
CUST_00560,142,2,674.62,1
CUST_00561,31,1,416.3,1
CUST_00562,139,2,1334.5,1
CUST_00563,78,5,7184.01,0
CUST_00564,52,3,3531.8700000000003,0
CUST_00565,22,2,472.78000000000003,1
CUST_00566,316,2,1140.33,1
CUST_00567,47,4,5953.01,0
CUST_00568,392,2,10429.22,1
CUST_00569,71,7,8213.13,0
CUST_00570,333,2,361.96000000000004,1
CUST_00571,167,1,266.16,1
CUST_00572,191,3,1418.67,1
CUST_00573,3,2,965.99,0
CUST_00574,69,1,5803.24,1
CUST_00575,50,5,13548.09,0
CUST_00576,36,4,3058.08,0
CUST_00577,15,9,5101.69,0
CUST_00578,82,6,8024.82,0
CUST_00579,76,1,138.45,1
CUST_00580,58,4,3999.2400000000002,0
CUST_00581,192,3,1296.05,1
CUST_00582,164,2,4474.320000000001,1
CUST_00583,182,4,10039.689999999999,0
CUST_00584,96,2,819.51,1
CUST_00585,48,10,17144.059999999998,0
CUST_00586,201,3,2040.16,1
CUST_00587,53,1,1497.05,1
CUST_00588,87,3,5404.49,0
CUST_00589,124,3,1014.81,1
CUST_00590,16,1,19.23,1
CUST_00591,67,7,13731.58,0
CUST_00592,247,3,762.68,1
CUST_00593,16,10,1974.43,0
CUST_00594,224,1,398.48,1
CUST_00595,15,5,5222.44,0
CUST_00596,75,3,2975.75,0
CUST_00597,143,7,4804.150000000001,0
CUST_00598,26,9,7399.2699999999995,0
CUST_00599,335,1,184.68,1
CUST_00600,241,4,23188.96,0
CUST_00601,59,3,2004.45,0
CUST_00602,40,6,16486.29,0
CUST_00603,17,6,9604.86,0
CUST_00604,80,2,570.06,1
CUST_00605,183,5,9920.44,0
CUST_00606,84,3,6761.5199999999995,0
CUST_00607,205,1,87.2,1
CUST_00608,101,9,12394.35,0
CUST_00609,55,4,2208.8599999999997,0
CUST_00610,291,2,748.0699999999999,1
CUST_00611,126,2,943.21,1
CUST_00612,10,6,8177.33,0
CUST_00613,48,9,15718.970000000001,0
CUST_00614,50,1,676.46,1
CUST_00615,33,3,4458.93,0
CUST_00616,359,1,96.6,1
CUST_00617,5,5,1831.28,0
CUST_00618,38,3,1013.0899999999999,0
CUST_00619,29,3,9431.2,0
CUST_00620,177,2,621.21,1
CUST_00621,154,3,1218.8200000000002,1
CUST_00622,179,3,5424.280000000001,0
CUST_00623,48,6,5742.25,0
CUST_00624,146,1,77.56,1
CUST_00625,2,5,14381.05,0
CUST_00626,22,9,30787.31,0
CUST_00627,365,2,1057.64,1
CUST_00628,104,3,1293.41,1
CUST_00629,17,5,2575.84,0
CUST_00630,35,1,104.78,1
CUST_00631,76,3,13874.8,0
CUST_00632,56,3,483.89000000000004,1
CUST_00633,4,7,7592.38,0
CUST_00634,61,2,128.92,1
CUST_00635,29,6,14745.15,0
CUST_00636,12,5,7311.280000000001,0
CUST_00637,1,2,1678.02,0
CUST_00638,299,3,15600.49,0
CUST_00639,34,2,4968.28,0
CUST_00640,23,5,5623.15,0
CUST_00641,111,9,11421.47,0
CUST_00642,128,2,1454.4,1
CUST_00643,126,4,1372.69,1
CUST_00644,87,3,10390.55,0
CUST_00645,127,4,2416.2,0
CUST_00646,11,8,7253.68,0
CUST_00647,84,3,4430.84,0
CUST_00648,103,4,5048.75,0
CUST_00649,42,5,10389.22,0
CUST_00650,40,4,2969.38,0
CUST_00651,113,3,947.77,1
CUST_00652,51,3,11292.42,0
CUST_00653,110,3,990.8,1
CUST_00654,234,4,3700.0899999999997,0
CUST_00655,206,2,5572.740000000001,1
CUST_00656,107,2,1602.68,1
CUST_00657,18,4,769.69,0
CUST_00658,188,2,2516.1600000000003,1
CUST_00659,202,1,110.7,1
CUST_00660,52,1,121.66,1
CUST_00661,4,3,288.03,0
CUST_00662,37,2,1245.04,1
CUST_00663,377,2,879.09,1
CUST_00664,111,3,353.55,1
CUST_00665,4,5,25004.65,0
CUST_00666,170,3,2376.2200000000003,1
CUST_00667,120,2,5525.65,1
CUST_00668,135,3,1911.5,1
CUST_00669,146,3,18624.550000000003,0
CUST_00670,28,4,362.89,0
CUST_00671,40,2,1842.3,1
CUST_00672,349,2,1486.58,1
CUST_00673,129,1,1168.84,1
CUST_00674,54,5,8103.57,0
CUST_00675,147,4,18382.56,0
CUST_00676,72,9,20324.46,0
CUST_00677,5,2,2100.0,0
CUST_00678,178,1,142.21,1
CUST_00679,115,8,9041.15,0
CUST_00680,60,3,1347.31,1
CUST_00681,110,5,3809.77,0
CUST_00682,110,2,136.04000000000002,1
CUST_00683,144,7,14346.099999999999,0
CUST_00684,23,6,1959.03,0
CUST_00685,213,1,671.92,1
CUST_00686,15,4,2493.26,0
CUST_00687,11,10,8623.81,0
CUST_00688,208,2,3597.83,1
CUST_00689,86,2,474.65,1
CUST_00690,32,2,1510.6799999999998,1
CUST_00691,149,3,1029.55,1
CUST_00692,24,9,18117.17,0
CUST_00693,7,2,657.14,0
CUST_00694,44,5,1615.44,0
CUST_00695,200,1,220.95,1
CUST_00696,50,4,1035.13,0
CUST_00697,134,4,5570.96,0
CUST_00698,71,3,1211.44,1
CUST_00699,40,3,907.82,1
CUST_00700,226,2,2497.63,1
CUST_00701,27,3,1638.0500000000002,0
CUST_00702,350,2,1378.23,1
CUST_00703,3,7,10139.98,0
CUST_00704,41,10,14922.749999999998,0
CUST_00705,2,2,450.5,0
CUST_00706,192,2,5327.74,1
CUST_00707,70,3,8444.039999999999,0
CUST_00708,32,4,837.62,0
CUST_00709,305,3,2650.42,1
CUST_00710,272,3,2493.71,1
CUST_00711,38,4,2591.56,0
CUST_00712,29,3,1390.46,0
CUST_00713,126,1,1189.55,1
CUST_00714,178,1,7672.2,1
CUST_00715,238,2,4381.339999999999,1
CUST_00716,59,7,20361.77,0
CUST_00717,39,7,4111.0,0
CUST_00718,146,3,1843.0700000000002,1
CUST_00719,70,4,2448.87,0
CUST_00720,131,8,30076.86,0
CUST_00721,261,2,782.28,1
CUST_00722,241,2,969.9,1
CUST_00723,66,4,1172.96,0
CUST_00724,17,3,416.02,1
CUST_00725,366,2,1261.71,1
CUST_00726,238,3,745.64,1
CUST_00727,375,2,880.47,1
CUST_00728,44,4,5240.84,0
CUST_00729,23,2,1546.58,1
CUST_00730,108,2,776.69,1
CUST_00731,274,4,1063.22,1
CUST_00732,117,3,8959.26,0
CUST_00733,252,2,658.38,1
CUST_00734,44,1,1121.67,1
CUST_00735,74,2,1746.54,1
CUST_00736,374,1,254.8,1
CUST_00737,47,4,4383.15,0
CUST_00738,297,2,9723.04,1
CUST_00739,190,1,118.65,1
CUST_00740,104,5,13288.4,0
CUST_00741,40,7,3597.98,0
CUST_00742,193,3,443.25,1
CUST_00743,418,2,3355.39,1
CUST_00744,107,4,1161.2800000000002,1
CUST_00745,4,4,16565.24,0
CUST_00746,60,2,3124.15,1
CUST_00747,42,7,1705.24,0
CUST_00748,91,7,6148.490000000001,0
CUST_00749,44,3,923.34,1
CUST_00750,326,2,3447.6,1
CUST_00751,70,1,142.6,1
CUST_00752,41,5,6926.14,0
CUST_00753,110,2,850.51,1
CUST_00754,406,1,147.24,1
CUST_00755,22,7,23953.33,0
CUST_00756,12,4,3871.19,0
CUST_00757,94,4,1099.83,1
